,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Current Assets,Other Current Assets,Hedging Assets Current,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Company Name,Treasury Shares Number,Current Deferred Liabilities,Current Deferred Revenue,Current Capital Lease Obligation,Current Accrued Expenses,Restricted Cash,Other Short Term Investments,Cash Financial,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Properties,Cash Equivalents,Treasury Stock,Non Current Deferred Taxes Liabilities,Dividends Payable,Buildings And Improvements,Preferred Stock,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Receivables Adjustments Allowances,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
12/31/2023,309419494,322470281,3028000000,4198000000,6022000000,17334000000,3430000000,6022000000,,13136000000,16721000000,13249000000,113000000,13136000000,11000000,11000000,14678000000,,142000000,142000000,9822000000,5811000000,914000000,,744000000,744000000,380000000,188000000,,3585000000,,3585000000,,4011000000,,613000000,613000000,,,3398000000,1690000000,,1690000000,23071000000,15630000000,810000000,,,3852000000,3852000000,,,,7114000000,1278000000,5836000000,3854000000,,,,,,,7441000000,660000000,,2783000000,,1105000000,1284000000,394000000,2828000000,,2828000000,1170000000,1170000000,TEL,TE Connectivity Ltd.,13050787,,,,1708000000,,,,,,,,,,1695000000,188000000,,,,,,,-37000000,2865000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,311982539,322470281,2550000000,4329000000,4913000000,15762000000,3429000000,4913000000,118000000,11551000000,15080000000,11655000000,104000000,11551000000,-158000000,-158000000,12947000000,,142000000,142000000,10057000000,5594000000,787000000,,728000000,728000000,365000000,185000000,,3529000000,,3529000000,,4463000000,602000000,800000000,682000000,682000000,,2747000000,2142000000,140000000,1563000000,21712000000,13820000000,828000000,,,2600000000,2600000000,,,,6638000000,1175000000,5463000000,3754000000,-6736000000,10490000000,625000000,,8311000000,116000000,7892000000,712000000,,2552000000,,1000000000,1185000000,367000000,2967000000,,2967000000,1661000000,1661000000,TEL,TE Connectivity Ltd.,10487742,74000000,74000000,118000000,605000000,,,,,,,,0,,1380000000,185000000,368000000,1438000000,,71000000,140000000,,-30000000,2997000000,,,,,,,,,,,240000000,28000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,314198593,322470281,3075000000,4206000000,4579000000,15555000000,3391000000,4579000000,,11349000000,15264000000,11456000000,107000000,11349000000,-80000000,-80000000,12372000000,,142000000,142000000,10245000000,5987000000,791000000,,735000000,735000000,335000000,211000000,,3915000000,,3915000000,,4258000000,,291000000,291000000,,,3967000000,1616000000,,1616000000,21701000000,14052000000,821000000,,,2680000000,2680000000,,,,6770000000,1242000000,5528000000,3781000000,,,,,,,7649000000,,,2801000000,,1097000000,1300000000,404000000,2998000000,,2998000000,1131000000,1131000000,TEL,TE Connectivity Ltd.,8271688,,,,2351000000,,,,,,,,,,1085000000,211000000,,,,,,,-42000000,3040000000,,,,,719000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,315417245,322470281,3297000000,4202000000,4207000000,15222000000,3046000000,4207000000,,11020000000,14936000000,11126000000,106000000,11020000000,-13000000,-13000000,11824000000,,142000000,142000000,10364000000,5971000000,782000000,,731000000,731000000,326000000,216000000,,3916000000,,3916000000,,4393000000,,286000000,286000000,,,4107000000,1678000000,,1678000000,21490000000,14051000000,786000000,,,2634000000,2634000000,,,,6813000000,1286000000,5527000000,3818000000,,,,,,,7439000000,675000000,,2811000000,,1089000000,1288000000,434000000,3048000000,,3048000000,905000000,905000000,TEL,TE Connectivity Ltd.,7053036,,,,2429000000,,,,,,,,,,933000000,216000000,,,,,,,-46000000,3094000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,153757000,153757000,,82954000,2120019000,2557829000,1511034000,2120019000,82954000,2557829000,2557829000,2557829000,,2557829000,-39739000,-39739000,730260000,1848088000,19220000,19220000,852891000,298532000,,,134878000,134878000,44331000,35178000,35044000,65554000,65554000,,,554359000,4687000,17400000,,,121144000,311070000,209795000,55922000,153873000,3410720000,1345327000,56556000,11449000,,185734000,185734000,,,121905000,437810000,30234000,407576000,531873000,,531873000,,531873000,,,2065393000,16057000,,314232000,,30491000,39870000,243871000,426333000,,426333000,748703000,707403000,TER,"Teradyne, Inc.",,100058000,100058000,17400000,101275000,,41300000,278229000,,121905000,121905000,,,429174000,,134000,,,,,55922000,,-1947000,428280000,,,,,537642000,1938000,,22426000,,,,,,,,,,,,,,,,,,,,,,,16653000,,,,,,,,,,,
12/31/2023,152698000,152698000,,82614000,2074841000,2525897000,1502084000,2074841000,82614000,2525897000,2525897000,2525897000,,2525897000,-26978000,-26978000,706514000,1827274000,19087000,19087000,960927000,300976000,,,132090000,132090000,44331000,37465000,37282000,65092000,65092000,,,659951000,7379000,17522000,,,191750000,343496000,228784000,48653000,180131000,3486824000,1324789000,50111000,11504000,,175775000,175775000,,,117434000,451056000,35404000,415652000,518909000,-898604000,1417513000,54799000,73417000,1075328000,19487000,2162035000,37992000,,309974000,,24701000,26851000,258422000,422124000,,422124000,819725000,757571000,TER,"Teradyne, Inc.",,99804000,99804000,17522000,114712000,,62154000,298156000,,117434000,117434000,66777000,0,459415000,,183000,,127705000,,,48653000,,-1988000,424112000,,,,,548970000,2000000,,23250000,,,,,,,,,,,,,,,,,,,,,,,19998000,,,,,,,,,,,
9/30/2023,153235000,153235000,,110919000,2000995000,2464829000,1458700000,2000995000,87390000,2441300000,2441300000,2441300000,,2441300000,-47928000,-47928000,653937000,1816137000,19154000,19154000,929355000,288696000,,,123244000,123244000,44331000,34643000,34405000,69364000,69364000,,,640659000,,41555000,23529000,23529000,155246000,334413000,211804000,35687000,176117000,3370655000,1271296000,37581000,11403000,,162669000,162669000,,,103911000,440305000,39165000,401140000,515427000,,515427000,,515427000,,,2099359000,10952000,,322632000,,39102000,40128000,243402000,455878000,,455878000,716531000,636961000,TER,"Teradyne, Inc.",,109445000,109445000,18026000,122609000,,79570000,309348000,,103911000,103911000,,,327613000,,238000,,,,,35687000,,-2191000,458069000,,,,,593366000,,,,,,,,,,,,,,,,,,,,,,,,,,17114000,,,,,,,,,,,
6/30/2023,154148000,154148000,,118097000,1978162000,2467689000,1454055000,1978162000,85291000,2434883000,2434883000,2434883000,,2434883000,-30472000,-30472000,661496000,1784590000,19269000,19269000,960013000,290228000,,,124040000,124040000,44331000,40303000,38999000,65079000,65079000,,,669785000,,53018000,32806000,32806000,163653000,333029000,218594000,65437000,153157000,3394896000,1271056000,32699000,11514000,,152471000,152471000,,,104685000,456721000,44611000,412110000,512966000,,512966000,,512966000,,,2123840000,14222000,,347295000,,53188000,43685000,250422000,493234000,,493234000,708407000,613208000,TER,"Teradyne, Inc.",,120085000,120085000,20212000,114435000,,95199000,311803000,,104685000,104685000,,,301405000,,1304000,,,,,65437000,,-2232000,495466000,,,,,560682000,,,,,,,,,,,,,,,,,,,,,,,,,,16475000,,,,,,,,,,,
3/31/2023,155445000,155445000,,120176000,1990388000,2484571000,1483884000,1990388000,85067000,2449462000,2449462000,2449462000,,2449462000,-36466000,-36466000,694145000,1772352000,19431000,19431000,933945000,305853000,,,121303000,121303000,59135000,44122000,41797000,65082000,65082000,,,628092000,,55094000,35109000,35109000,119433000,334210000,219471000,77089000,142382000,3383407000,1271431000,27922000,11650000,,148527000,148527000,,,116938000,459074000,49246000,409828000,507320000,,507320000,,507320000,,,2111976000,562481000,,352058000,,44036000,43987000,264035000,455334000,,455334000,742103000,649208000,TER,"Teradyne, Inc.",,119355000,119355000,19985000,114739000,,92895000,244542000,,116938000,116938000,,,404666000,,2325000,,,,,77089000,,-1973000,457307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16211000,,,,,,,,,,,
3/31/2024,47101000,48081000,1521098000,1862897000,-824593000,6261731000,862594000,-824593000,104376000,4503210000,6171106000,4503210000,,4503210000,-261054000,-261054000,4109024000,756225000,48081000,48081000,2974712000,2403698000,148604000,,23170000,23170000,3288000,456364000,,1772272000,104376000,1667896000,,571014000,55871000,90625000,90625000,,,424518000,164850000,48905000,115945000,7477922000,6044314000,111828000,,,6588000,6588000,,,,5327803000,2429460000,2898343000,598095000,,598095000,,598095000,,,1433608000,111624000,,627866000,,331540000,119960000,176366000,448532000,,448532000,237423000,237423000,TFX,Teleflex Incorporated,980000,,,,259668000,,,,,,,,,,149066000,456364000,,,,,48905000,,-5600000,454132000,,,,,8163000,,,,,,,16999000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,47040000,48046000,1592224000,1926372000,-975027000,6256060000,800661000,-975027000,111300000,4440988000,6168560000,4440988000,,4440988000,-314405000,-314405000,4109736000,749712000,48046000,48046000,3091558000,2484813000,165872000,,23989000,23989000,,456080000,,1838872000,111300000,1727572000,,606745000,46547000,87500000,87500000,,,472698000,173700000,41453000,132247000,7532546000,6125140000,98943000,,,6748000,6748000,,,,5416015000,2501960000,2914055000,603434000,-573165000,1176599000,94633000,123521000,673841000,,1407406000,107471000,,626216000,,335567000,111132000,179517000,443467000,,443467000,222848000,222848000,TFX,Teleflex Incorporated,1006000,,,,298998000,,,,,,,,284604000,,152101000,456080000,,,,,41453000,,-9500000,452967000,,,,,7404000,,,,,,,5583000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,46993000,47999000,1156124000,2149433000,-394796000,6351671000,1511849000,-394796000,111810000,4314048000,6264171000,4314048000,,4314048000,-412150000,-412150000,4094608000,735752000,47999000,47999000,3179586000,2594164000,106555000,,30051000,30051000,6545000,389080000,,2061933000,111810000,1950123000,,585422000,65265000,87500000,87500000,,,432657000,155061000,24375000,130686000,7493634000,5396363000,93281000,,,6167000,6167000,,,,4708844000,2180539000,2528305000,588071000,,588071000,,588071000,,,2097271000,138657000,,625075000,,327488000,111371000,186216000,425194000,,425194000,881499000,881499000,TFX,Teleflex Incorporated,1006000,,,,277596000,,,,,,,,,,152161000,389080000,,,,,24375000,,-5200000,430394000,,,,,26846000,,,,,,,17428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,46991000,47998000,1307358000,1670403000,-558985000,5773266000,890350000,-558985000,112229000,4215092000,5685766000,4215092000,,4215092000,-381864000,-381864000,3973446000,727695000,47998000,47998000,2680633000,2125184000,119948000,,30686000,30686000,6534000,385113000,,1582903000,112229000,1470674000,,555449000,65853000,87500000,87500000,,,402096000,162265000,20184000,142081000,6895725000,5449926000,81747000,,,6278000,6278000,,,,4774077000,2227947000,2546130000,587824000,,587824000,,587824000,,,1445799000,120190000,,631555000,,322046000,107258000,202251000,429309000,,429309000,250816000,250816000,TFX,Teleflex Incorporated,1007000,,,,239831000,,,,,,,,,,152183000,385113000,,,,,20184000,,-5500000,434809000,,,,,13929000,,,,,,,5793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,46965758,46965758,1372836000,1752812000,-707122000,5747227000,852342000,-707122000,115838000,4110253000,5659727000,4110253000,,4110253000,-381331000,-381331000,3878083000,717775000,47975000,47975000,2807669000,2231957000,147536000,,30924000,30924000,,388185000,,1665312000,115838000,1549474000,,575712000,79403000,87500000,87500000,,,408809000,166415000,30176000,136239000,6917922000,5489868000,80380000,,,6479000,6479000,,,,4817375000,2269535000,2547840000,585634000,,585634000,,585634000,,,1428054000,134948000,,614106000,,311027000,107117000,195962000,410020000,,410020000,264138000,264138000,TFX,Teleflex Incorporated,,,,,242394000,,,,,,,,,,152249000,388185000,,,,,30176000,,-5300000,415320000,,,,,4842000,,,,,,,16862000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,171323560,324418632,2642928000,3144629000,-2567796000,5871581000,662013000,-2567796000,70937000,2797889000,5871581000,2817063000,19174000,2797889000,-118499000,-118499000,8248066000,27941000,324419000,324419000,4287597000,3853619000,61040000,,69706000,69706000,,578244000,,3144629000,70937000,3073692000,,433978000,,,,,48271000,385707000,276752000,66453000,80001000,7104660000,6008669000,22583000,51706000,8851000,7274000,,,,38974000,5365685000,2349712000,3015973000,513596000,-640149000,1153745000,,1153745000,,,1095991000,49667000,,,,,,,615560000,11023000,604537000,430764000,430764000,TGNA,TEGNA Inc.,153095072,,,,108955000,,,,,22454000,22454000,,,,5684038000,578244000,,,,130298000,66453000,,-2535000,607072000,,,16520000,,,,,,,,,11891000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,179916294,324418632,2711765000,3146534000,-2605687000,5777673000,626946000,-2605687000,73733000,2704872000,5777673000,2723684000,18812000,2704872000,-119610000,-119610000,8091245000,27941000,324419000,324419000,4276373000,3853001000,57765000,,70483000,70483000,,578219000,,3146534000,73733000,3072801000,,423372000,,,,,54929000,368443000,240517000,6005000,114950000,7000057000,5949739000,17057000,50865000,,0,,9878000,,35721000,5310559000,2328972000,2981587000,525659000,-626029000,1151688000,7777000,73479000,631444000,86442000,1050318000,55538000,,,,,,,633744000,9299000,624445000,361036000,361036000,TGNA,TEGNA Inc.,144502338,,,,127926000,,,,,19526000,19526000,,0,,5619123000,578219000,,352546000,,119562000,6005000,,-2845000,627290000,,,16195000,,,,,,,,,45144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,196874524,324418632,2518869000,3144748000,-2363312000,6032439000,884760000,-2363312000,72849000,2960540000,6032439000,2978999000,18459000,2960540000,-122435000,-122435000,8062624000,72456000,324419000,324419000,4216050000,3858414000,63462000,,73228000,73228000,,576976000,,3144748000,72849000,3071899000,,357636000,,,,,57923000,299713000,212788000,1936000,85902000,7195049000,5952653000,17632000,49567000,,0,,10907000,,36113000,5323852000,2342265000,2981587000,514582000,-616178000,1130760000,,1130760000,,,1242396000,73854000,,,,,,,615512000,8196000,607316000,553030000,553030000,TGNA,TEGNA Inc.,127544108,,,,86925000,,,,,19526000,19526000,,,,5376524000,576976000,,,,124950000,1936000,,-4492000,611808000,,,16587000,,,,,,,,,12407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,201440312,324418632,2581653000,3145257000,-2432990000,5975184000,811156000,-2432990000,74231000,2904158000,5975184000,2922264000,18106000,2904158000,-123467000,-123467000,7989312000,27941000,324419000,324419000,4193009000,3860265000,66653000,,73380000,73380000,,574975000,,3145257000,74231000,3071026000,,332744000,,,,,38598000,294146000,181797000,3416000,78788000,7115273000,5971373000,19240000,50300000,,450000,,11881000,,36968000,5337148000,2355561000,2981587000,515386000,-634853000,1150239000,,1150239000,,,1143900000,50583000,,,,,,,603944000,10534000,593410000,489373000,489373000,TGNA,TEGNA Inc.,122978320,,,,112349000,,,,,20158000,20158000,,,,5314047000,574975000,,,,99593000,3416000,,-4249000,597659000,,,16810000,,,,,,,,,44625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,224946777,324418632,2386985000,3146838000,-2199180000,6221429000,1021817000,-2199180000,76674000,3151265000,6221429000,3169019000,17754000,3151265000,-124455000,-124455000,7879619000,27941000,324419000,324419000,4225023000,3846827000,69052000,,73550000,73550000,,557387000,,3146838000,76674000,3070164000,,378196000,,,,,40647000,337549000,251191000,51561000,88312000,7394042000,5994029000,21690000,49552000,,1341000,,12925000,,37086000,5350445000,2368858000,2981587000,520990000,-623452000,1144442000,,1144442000,,,1400013000,68493000,,,,,,,648341000,10906000,637435000,683179000,683179000,TGNA,TEGNA Inc.,99471855,,,,86358000,,,,,20158000,20158000,,,,4956259000,557387000,,,,111318000,51561000,,-3965000,641400000,,,16928000,,,,,,,,,12798000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,381716323,442822699,30109000000,35608000000,-14374000000,81125000000,9703000000,-14374000000,,45517000000,76674000000,45624000000,107000000,45517000000,-2764000000,-2764000000,48542000000,17482000000,443000000,443000000,51471000000,37534000000,4566000000,,,,,1811000000,,31157000000,,31157000000,,13937000000,,4451000000,4451000000,,,6854000000,2555000000,,2555000000,97095000000,73456000000,4241000000,,,,,,,,59891000000,16048000000,43843000000,9324000000,,,,,,,23640000000,1904000000,,5133000000,,2308000000,787000000,2038000000,9353000000,1422000000,7931000000,7250000000,5499000000,TMO,Thermo Fisher Scientific Inc.,61106376,2632000000,2632000000,,4299000000,,1751000000,,,,,,,,18186000000,1811000000,,,0,,,,-197000000,8128000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,386647344,442188634,26840000000,34917000000,-13955000000,81652000000,10577000000,-13955000000,,46735000000,78043000000,46842000000,107000000,46735000000,-3224000000,-3224000000,47364000000,17286000000,442000000,442000000,51884000000,37872000000,4642000000,,,,,1922000000,,31308000000,,31308000000,,14012000000,,3609000000,3609000000,,,7714000000,2872000000,,2872000000,98726000000,74137000000,3999000000,,,,,,,,60690000000,16670000000,44020000000,9448000000,-6076000000,15524000000,2238000000,,9235000000,458000000,24589000000,1760000000,,5088000000,,2326000000,705000000,2057000000,9664000000,1443000000,8221000000,8077000000,8077000000,TMO,Thermo Fisher Scientific Inc.,55541290,2689000000,2689000000,,4842000000,,,,,,,,0,,15133000000,1922000000,,3593000000,,,,,-193000000,8414000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,386372321,441889500,29133000000,35284000000,-15346000000,80612000000,8934000000,-15346000000,,45328000000,75817000000,45464000000,136000000,45328000000,-3027000000,-3027000000,45869000000,17165000000,442000000,442000000,51593000000,37435000000,4326000000,,,,,2620000000,,30489000000,,30489000000,,14158000000,,4795000000,4795000000,,,6816000000,2508000000,,2508000000,97057000000,73965000000,4124000000,,,,,,,,60674000000,17091000000,43583000000,9167000000,,,,,,,23092000000,1702000000,,5404000000,,2438000000,743000000,2223000000,9835000000,1465000000,8370000000,6151000000,6151000000,TMO,Thermo Fisher Scientific Inc.,55517179,2547000000,2547000000,,4308000000,,,,,,,,,,15121000000,2620000000,,,0,,,,-184000000,8554000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,385949773,441398059,30875000000,34008000000,-16958000000,77760000000,5883000000,-16958000000,,43752000000,72946000000,43915000000,163000000,43752000000,-2924000000,-2924000000,44289000000,17030000000,441000000,441000000,50190000000,36078000000,4042000000,,,,,2842000000,,29194000000,,29194000000,,14112000000,,4814000000,4814000000,,,6708000000,2423000000,,2423000000,94105000000,74110000000,4108000000,,,,,,,,60710000000,17437000000,43273000000,9292000000,,,,,,,19995000000,1721000000,,5655000000,,2527000000,760000000,2368000000,9486000000,1467000000,8019000000,3133000000,3133000000,TMO,Thermo Fisher Scientific Inc.,55448286,2590000000,2590000000,,4285000000,,,,,,,,,,15084000000,2842000000,,,0,,,,-180000000,8199000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,385721286,441166292,31775000000,35257000000,-18855000000,77514000000,4325000000,-18855000000,,42257000000,71392000000,42433000000,176000000,42257000000,-3054000000,-3054000000,43064000000,16889000000,441000000,441000000,52225000000,36341000000,4230000000,,,,,2976000000,,29135000000,,29135000000,,15884000000,,6122000000,6122000000,,,7100000000,2798000000,,2798000000,94658000000,74449000000,3983000000,,,,,,,,61112000000,17972000000,43140000000,9354000000,,,,,,,20209000000,1766000000,,5664000000,,2540000000,708000000,2416000000,9297000000,1375000000,7922000000,3482000000,3482000000,TMO,Thermo Fisher Scientific Inc.,55445006,2662000000,2662000000,,4302000000,,,,,,,,,,15083000000,2976000000,,,0,,,,-190000000,8112000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,1177240110,1266294032,71505000000,1.15662E+11,-49759000000,1.40287E+11,-1268000000,-49759000000,37449000000,62074000000,1.34931E+11,62074000000,,62074000000,-926000000,-926000000,8196000000,67786000000,0,0,1.44194E+11,1.23631E+11,3846000000,,,,,14187000000,,1.05598E+11,32741000000,72857000000,,20563000000,1933000000,10064000000,5356000000,5356000000,,7720000000,5039000000,1694000000,3345000000,2.06268E+11,1.86973E+11,4000000000,,,,,1908000000,,,1.11833E+11,99599000000,12234000000,69232000000,,69232000000,,69232000000,,,19295000000,2039000000,,1521000000,,,,,8312000000,4059000000,4253000000,6708000000,6708000000,TMUS,"T-Mobile US, Inc.",89053922,846000000,846000000,4708000000,2681000000,,,,,,,,,,12982000000,14187000000,,,,,,,-161000000,4414000000,,,,,715000000,,,,,,,887000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,1195807331,1262904154,69883000000,1.13086E+11,-46844000000,1.39733E+11,-1913000000,-46844000000,38068000000,64715000000,1.36114E+11,64715000000,,64715000000,-964000000,-964000000,7347000000,67705000000,0,0,1.42967E+11,1.22039E+11,3929000000,,,,,13458000000,,1.04652E+11,33253000000,71399000000,,20928000000,1296000000,8434000000,3619000000,3619000000,,10373000000,7277000000,1704000000,5573000000,2.07682E+11,1.88667E+11,4229000000,,,,,2042000000,,,1.11559E+11,99325000000,12234000000,70837000000,-58481000000,1.29318E+11,3286000000,96433000000,22573000000,72000000,19015000000,2352000000,,1678000000,,,,,9148000000,4456000000,4692000000,5135000000,5135000000,TMUS,"T-Mobile US, Inc.",67096823,825000000,825000000,4815000000,3096000000,,,,,,,2489000000,0,,9373000000,13458000000,,4465000000,,,,,-161000000,4853000000,,,,,702000000,,,,,,,818000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,1161979708,1262375765,70268000000,1.13898E+11,-47049000000,1.39996E+11,-3042000000,-47049000000,38600000000,64698000000,1.36559E+11,64698000000,,64698000000,-949000000,-949000000,5335000000,74404000000,0,0,1.43881E+11,1.2217E+11,3640000000,,,,,12900000000,,1.0563E+11,33769000000,71861000000,,21711000000,2948000000,8268000000,3437000000,3437000000,,9665000000,6400000000,1797000000,4603000000,2.08579E+11,1.8991E+11,4246000000,,,,,1879000000,,,1.11747E+11,99513000000,12234000000,72038000000,,72038000000,,72038000000,,,18669000000,2178000000,,1685000000,,,,,8970000000,4470000000,4500000000,5030000000,5030000000,TMUS,"T-Mobile US, Inc.",100396057,830000000,830000000,4831000000,3265000000,94000000,,,,,,,,,14092000000,12900000000,,,,,,,-166000000,4666000000,,,,,712000000,,,,,,,829000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
